,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
 [[Clostridium[gi|16929xxxx],0,0,0,0,0,0,1,0,0,0,0
Staphylococcus aureus DAR5802[gi|59308xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5803[gi|59308xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5804[gi|59309xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5805[gi|59309xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5806[gi|59309xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5807[gi|59309xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5808[gi|59310xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5809[gi|59310xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5810[gi|57785xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5811[gi|59310xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5812[gi|59311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5813[gi|59311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5814[gi|59303xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5815[gi|59311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5816[gi|59311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5817[gi|59312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5819[gi|59312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5820[gi|59312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5821[gi|59313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5822[gi|59313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5823[gi|59313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5824[gi|59313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5825[gi|59314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5826[gi|59314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5827[gi|59314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5828[gi|59314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5829[gi|59315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5830[gi|59315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5831[gi|59315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5832[gi|59316xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5833[gi|59316xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5834[gi|59316xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5835[gi|59317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5836[gi|59317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5837[gi|59317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5838[gi|59317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5839[gi|59318xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5840[gi|59318xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5841[gi|59318xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5842[gi|57785xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5843[gi|59319xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5844[gi|57785xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5845[gi|59319xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5846[gi|59319xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5847[gi|59319xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5848[gi|59320xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5849[gi|59320xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5850[gi|59320xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5851[gi|59321xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5852[gi|59302xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5853[gi|59321xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5854[gi|59321xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5855[gi|59303xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5856[gi|59321xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5857[gi|59322xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5858[gi|59322xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5859[gi|59322xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5860[gi|57784xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5861[gi|59323xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5862[gi|59323xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5863[gi|59323xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5864[gi|59323xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5865[gi|59324xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5866[gi|57784xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5867[gi|59324xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5868[gi|60096xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5869[gi|60096xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5870[gi|60096xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5871[gi|60096xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5872[gi|60096xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5873[gi|60070xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5874[gi|60069xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5875[gi|60069xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5876[gi|57784xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5877[gi|60070xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5878[gi|60069xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5880[gi|60069xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5881[gi|60095xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5882[gi|57783xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5883[gi|57783xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5884[gi|60095xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5885[gi|60095xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5886[gi|60094xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5887[gi|60094xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5888[gi|60094xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5889[gi|60093xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5890[gi|60093xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5891[gi|57783xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5892[gi|57783xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5893[gi|57782xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5894[gi|57782xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5895[gi|57782xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5896[gi|57782xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5897[gi|57781xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5898[gi|57781xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR948[gi|57778xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR951[gi|60071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR966[gi|60071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DICM09/00997-9HST2[gi|61317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DICM09/01587-13HST[gi|61317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12749[gi|59963xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12753[gi|59963xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12856[gi|58294xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12874[gi|58226xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12915[gi|60000xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12917[gi|60000xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F12926_081012[gi|59958xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F13022[gi|58507xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F13027[gi|58507xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16077[gi|58224xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16104[gi|59958xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16106[gi|58743xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16107[gi|58743xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16108[gi|59957xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16432[gi|58507xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16470[gi|58506xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F16533[gi|60021xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F19383[gi|58264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F19466[gi|60001xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F19470[gi|59958xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F19490[gi|59959xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F19955[gi|59963xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F20105[gi|58469xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F20115[gi|58506xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F22648[gi|59348xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F22893[gi|58264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F22898[gi|58265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23336[gi|58469xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23347[gi|58469xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23353[gi|58506xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23368[gi|58505xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23585[gi|60022xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23610[gi|59348xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F23613[gi|59348xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F25913[gi|58224xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26021[gi|58743xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26032[gi|59347xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26051[gi|59347xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26088[gi|58264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26858[gi|58505xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26873[gi|58468xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F26884[gi|58504xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F27233[gi|60022xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F27252[gi|59347xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F27253[gi|58293xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F27254[gi|58293xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F29214[gi|60023xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F29447[gi|59959xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F29450_091412[gi|60001xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F29982[gi|58505xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F29993[gi|58505xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F29997[gi|58504xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F31078[gi|59974xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F31094[gi|58720xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F32119[gi|58266xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F32629[gi|59967xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F34824[gi|59975xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F35307[gi|58265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36090[gi|59346xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36091[gi|59332xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36097[gi|59346xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36099[gi|59346xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36670[gi|58464xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36683[gi|58487xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36687[gi|58486xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F36699[gi|58486xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F38211[gi|60022xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F40814[gi|58232xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F41882[gi|58215xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F41886[gi|58213xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F41902[gi|58716xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F41906[gi|58214xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F41913[gi|58214xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F42556[gi|60003xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F42559[gi|59968xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F42568[gi|60003xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F42579[gi|60003xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F42580[gi|60004xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F42582[gi|60004xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F43199[gi|58485xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F43212[gi|58486xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F43221[gi|58485xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F43252[gi|58485xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F43676[gi|58232xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F45300[gi|58216xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F45749[gi|59962xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F45759[gi|60004xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F45779[gi|59332xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F46600[gi|58291xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F46632[gi|58233xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F46780[gi|58720xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F46785[gi|58721xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F46798[gi|58721xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48420[gi|60023xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48422[gi|60023xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48584[gi|58217xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48603[gi|60023xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48607[gi|59975xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48611[gi|59975xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48950[gi|60004xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F48959[gi|59968xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F50076[gi|58464xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F50093[gi|58721xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F50121[gi|58722xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F50126[gi|58464xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F52326[gi|59968xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F52748[gi|58234xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F52754[gi|58716xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F53388[gi|58484xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F53393[gi|58722xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F53399[gi|58722xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F53404[gi|58723xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F54452[gi|58221xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F54461[gi|58221xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F54467[gi|58222xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F54471[gi|58222xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F54494[gi|58222xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F55987[gi|58292xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F56969[gi|60024xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F57021[gi|58484xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F57033[gi|58484xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F57036[gi|58484xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F59156[gi|58238xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F59332[gi|60005xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F59335[gi|60005xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F60346[gi|58483xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F60349[gi|58725xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F60357[gi|58726xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F60360[gi|58726xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F62007[gi|58240xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F62010[gi|58240xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F62013[gi|58292xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63154[gi|58265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63179[gi|58266xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63687[gi|58727xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63704[gi|58702xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63712[gi|59999xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63730[gi|58704xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63750[gi|58726xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63786[gi|58730xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F63787[gi|58727xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F64891[gi|59980xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F64894[gi|59346xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F64896[gi|59345xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F64897[gi|59332xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F65057[gi|58242xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F66300[gi|58266xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F66307[gi|58267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F66778[gi|58730xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F68118[gi|58248xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F70051[gi|58705xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F70077[gi|58731xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F70893[gi|58245xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F71576[gi|59968xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F71592[gi|59979xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F73187[gi|58733xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F73229[gi|58733xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F74023[gi|58261xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F74035[gi|58720xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F74039[gi|58719xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F74139[gi|58246xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F74220[gi|58267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F74820[gi|59969xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F76218[gi|58735xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F76239[gi|58707xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F76253[gi|60024xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F76996[gi|58247xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77005[gi|58247xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77047[gi|58247xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77709[gi|58719xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77710[gi|58262xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77917[gi|58504xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77919[gi|58503xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77930[gi|58267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77942[gi|58468xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77960[gi|58503xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77967[gi|58503xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F77974[gi|58503xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F80349[gi|58249xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F80354[gi|58717xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F80358[gi|58249xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F80375[gi|58250xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F80381[gi|58249xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F80972[gi|60005xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F81035[gi|58263xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F81381[gi|58502xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F81389[gi|58502xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F82568[gi|58739xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F82573[gi|58740xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F82600[gi|58741xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F83251[gi|58252xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F83269[gi|58252xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F83272[gi|58252xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F84093[gi|58217xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F84732[gi|58502xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F84763[gi|58502xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus F85184[gi|58709xxxx],1,0,0,0,0,0,0,0,0,0,0
